marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
single,General application,2,Business and management,daytime,Upper secondary education,120.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,118.6,yes,no,no,yes,female,no,19,no,16.2,0.3,-0.92,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,137.0,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,122.3,no,no,no,yes,female,no,19,no,10.8,1.4,1.74,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,131.0,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,127.9,no,no,no,yes,female,yes,19,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,121.3,yes,no,no,yes,female,no,19,no,15.5,2.8,-4.06,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,122.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,117.1,yes,no,no,yes,female,no,19,no,13.9,-0.3,0.79,Dropout
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,160.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,160.0,yes,no,no,yes,female,no,20,no,12.4,0.5,1.79,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,146.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Technicians and Associate Professionals,145.3,yes,no,no,yes,female,yes,18,no,9.4,-0.8,-3.12,Enrolled
single,General application,3,Social sciences and education,daytime,Upper secondary education,131.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Technicians and Associate Professionals,122.6,yes,no,no,yes,female,no,18,no,12.4,0.5,1.79,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,132.0,Upper secondary/Post secondary,Primary/Early education,Plant and Machine Operators and Assemblers,Elementary Occupations,128.0,yes,no,no,yes,female,no,19,no,12.4,0.5,1.79,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,138.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,124.9,yes,no,no,yes,female,yes,18,no,13.9,-0.3,0.79,Dropout
single,General application,2,Communication and design,daytime,Upper secondary education,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,123.7,yes,no,no,yes,female,no,18,no,7.6,2.6,0.32,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,126.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,120.1,yes,no,no,yes,female,no,19,no,8.9,1.4,3.51,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,148.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,131.7,yes,no,no,yes,female,no,19,no,13.9,-0.3,0.79,Dropout
single,Other,1,Social sciences and education,daytime,Upper secondary education,130.0,Lower secondary education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,133.2,no,no,no,yes,female,no,20,no,7.6,2.6,0.32,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,117.0,Upper secondary/Post secondary,Lower secondary education,Technicians and Associate Professionals,Elementary Occupations,109.3,no,no,yes,no,female,yes,19,no,12.4,0.5,1.79,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,120.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,113.0,yes,no,no,yes,female,no,20,no,7.6,2.6,0.32,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,153.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,157.9,no,no,yes,yes,female,yes,18,no,8.9,1.4,3.51,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,117.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,112.1,no,no,no,yes,female,yes,20,no,11.1,0.6,2.02,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,178.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,174.7,no,no,no,yes,female,no,18,no,13.9,-0.3,0.79,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,129.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.8,yes,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,116.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,110.1,yes,no,no,yes,female,yes,19,no,12.4,0.5,1.79,Graduate
single,Other,1,Business and management,daytime,Upper secondary education,99.0,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,99.7,yes,no,yes,no,female,no,22,no,8.9,1.4,3.51,Enrolled
single,General application,3,Social sciences and education,daytime,Upper secondary education,135.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Other,121.0,yes,no,no,yes,female,yes,19,no,12.4,0.5,1.79,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,141.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,131.7,yes,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,>3,Social sciences and education,daytime,Upper secondary education,132.0,Primary/Early education,Lower secondary education,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",119.1,yes,no,no,yes,female,yes,19,no,9.4,-0.8,-3.12,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,132.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,124.7,yes,no,no,yes,female,no,19,no,7.6,2.6,0.32,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,113.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Other,117.2,yes,no,no,yes,female,no,20,no,7.6,2.6,0.32,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,134.0,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Other,128.8,no,no,no,yes,female,no,18,no,13.9,-0.3,0.79,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,136.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,131.5,no,no,no,yes,female,yes,20,no,11.1,0.6,2.02,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,136.0,Bachelor or equivalent,Primary/Early education,Professionals,Plant and Machine Operators and Assemblers,121.7,yes,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,129.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,123.4,no,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,138.0,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,"Skilled Agricultural, Forestry and Fishery Workers",124.7,yes,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,137.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,132.8,yes,no,no,yes,female,no,18,no,7.6,2.6,0.32,Graduate
single,Other,1,Social sciences and education,daytime,Upper secondary education,115.0,Bachelor or equivalent,Primary/Early education,Professionals,Service and Sales Workers,108.7,yes,no,no,yes,female,no,21,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,129.0,Lower secondary education,Primary/Early education,"Skilled Agricultural, Forestry and Fishery Workers","Skilled Agricultural, Forestry and Fishery Workers",138.1,no,no,no,yes,female,no,19,no,7.6,2.6,0.32,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,131.0,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,126.5,no,no,no,yes,female,yes,18,no,12.4,0.5,1.79,Graduate
single,General application,2,Social sciences and education,daytime,Upper secondary education,133.0,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,Elementary Occupations,127.4,yes,no,no,yes,female,yes,18,no,12.7,3.7,-1.7,Graduate
single,General application,3,Social sciences and education,daytime,Upper secondary education,125.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Other,123.6,yes,no,no,yes,female,no,20,no,9.4,-0.8,-3.12,Graduate
single,Over 23,1,Social sciences and education,evening,Upper secondary education,120.0,Upper secondary/Post secondary,Upper secondary/Post secondary,"Skilled Agricultural, Forestry and Fishery Workers",Plant and Machine Operators and Assemblers,122.0,no,no,no,yes,female,yes,24,no,11.1,0.6,2.02,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,128.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Managers,118.2,no,no,no,yes,female,no,19,no,10.8,1.4,1.74,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,127.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,123.9,yes,no,no,yes,female,yes,18,no,15.5,2.8,-4.06,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,134.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,125.8,yes,no,no,yes,female,no,18,no,15.5,2.8,-4.06,Graduate
single,General application,>3,Social sciences and education,daytime,Upper secondary education,132.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,123.3,yes,no,no,yes,female,no,21,no,10.8,1.4,1.74,Dropout
single,General application,2,Business and management,daytime,Upper secondary education,124.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Clerical Support Workers,124.4,no,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,126.0,no,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
previously in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,170.0,Upper secondary/Post secondary,Primary/Early education,"Skilled Agricultural, Forestry and Fishery Workers","Skilled Agricultural, Forestry and Fishery Workers",170.0,no,no,yes,yes,female,no,47,no,8.9,1.4,3.51,Enrolled
single,General application,3,Social sciences and education,daytime,Upper secondary education,125.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Plant and Machine Operators and Assemblers,121.5,no,no,no,yes,female,no,19,no,13.9,-0.3,0.79,Graduate
single,Over 23,1,Health sciences,daytime,Tertiary education experience,130.0,Bachelor or equivalent,Bachelor or equivalent,Managers,Managers,130.0,no,no,no,yes,female,no,29,no,12.7,3.7,-1.7,Graduate
single,Other,1,Social sciences and education,daytime,Upper secondary education,125.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,117.0,yes,no,no,yes,female,no,21,no,16.2,0.3,-0.92,Dropout
single,Over 23,1,Health sciences,daytime,Upper secondary education,130.0,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,130.0,yes,no,no,yes,female,no,28,no,12.7,3.7,-1.7,Enrolled
single,General application,2,Health sciences,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Technicians and Associate Professionals,Other,108.0,no,no,no,yes,female,no,20,no,15.5,2.8,-4.06,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,131.0,Bachelor or equivalent,Lower secondary education,Clerical Support Workers,Service and Sales Workers,132.3,yes,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
